Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
2296;2019-08-18 10:56:13.514062;Transactie;Database changes committed.;
2297;2019-08-18 10:56:15.275953;Mededeling;In total 124,001 account(s) are imported into Data Mart within this task.;
2298;2019-08-18 10:56:15.275998;Transactie;Database changes committed.;
2299;2019-08-18 10:56:26.342158;Transactie;Database changes committed.;
2300;2019-08-18 10:56:28.356154;Mededeling;In total 125,001 account(s) are imported into Data Mart within this task.;
2301;2019-08-18 10:56:28.356272;Transactie;Database changes committed.;
2302;2019-08-18 10:56:39.154414;Transactie;Database changes committed.;
2303;2019-08-18 10:56:40.540279;Mededeling;In total 126,001 account(s) are imported into Data Mart within this task.;
2304;2019-08-18 10:56:40.540325;Transactie;Database changes committed.;
2305;2019-08-18 10:56:47.845127;Transactie;Database changes committed.;
2306;2019-08-18 10:56:49.346928;Mededeling;In total 127,001 account(s) are imported into Data Mart within this task.;
2307;2019-08-18 10:56:49.346977;Transactie;Database changes committed.;
2308;2019-08-18 10:56:57.279183;Transactie;Database changes committed.;
2309;2019-08-18 10:56:58.852274;Mededeling;In total 128,001 account(s) are imported into Data Mart within this task.;
2310;2019-08-18 10:56:58.852334;Transactie;Database changes committed.;
2311;2019-08-18 10:57:08.183902;Transactie;Database changes committed.;
2312;2019-08-18 10:57:09.463551;Mededeling;In total 129,001 account(s) are imported into Data Mart within this task.;
2313;2019-08-18 10:57:09.463595;Transactie;Database changes committed.;
2314;2019-08-18 10:57:15.187147;Transactie;Database changes committed.;
2315;2019-08-18 10:57:16.815488;Mededeling;In total 130,001 account(s) are imported into Data Mart within this task.;
2316;2019-08-18 10:57:16.815568;Transactie;Database changes committed.;
2317;2019-08-18 10:57:25.67556;Transactie;Database changes committed.;
2318;2019-08-18 10:57:27.879937;Mededeling;In total 131,001 account(s) are imported into Data Mart within this task.;
2319;2019-08-18 10:57:27.879997;Transactie;Database changes committed.;
2320;2019-08-18 10:57:38.698135;Transactie;Database changes committed.;
2321;2019-08-18 10:57:40.059488;Mededeling;In total 132,001 account(s) are imported into Data Mart within this task.;
2322;2019-08-18 10:57:40.059553;Transactie;Database changes committed.;
2323;2019-08-18 10:57:46.589902;Transactie;Database changes committed.;
2324;2019-08-18 10:57:48.384695;Mededeling;In total 133,001 account(s) are imported into Data Mart within this task.;
2325;2019-08-18 10:57:48.384746;Transactie;Database changes committed.;
2326;2019-08-18 10:57:56.874669;Transactie;Database changes committed.;
2327;2019-08-18 10:57:59.02414;Mededeling;In total 134,001 account(s) are imported into Data Mart within this task.;
2328;2019-08-18 10:57:59.024307;Transactie;Database changes committed.;
2329;2019-08-18 10:58:10.511823;Transactie;Database changes committed.;
2330;2019-08-18 10:58:12.146855;Mededeling;In total 135,001 account(s) are imported into Data Mart within this task.;
2331;2019-08-18 10:58:12.146922;Transactie;Database changes committed.;
2332;2019-08-18 10:58:22.606165;Transactie;Database changes committed.;
2333;2019-08-18 10:58:24.627965;Mededeling;In total 136,001 account(s) are imported into Data Mart within this task.;
2334;2019-08-18 10:58:24.628039;Transactie;Database changes committed.;
2335;2019-08-18 10:58:35.642862;Transactie;Database changes committed.;
2336;2019-08-18 10:58:38.067887;Mededeling;In total 137,001 account(s) are imported into Data Mart within this task.;
2337;2019-08-18 10:58:38.068006;Transactie;Database changes committed.;
2338;2019-08-18 10:58:50.946392;Transactie;Database changes committed.;
2339;2019-08-18 10:58:52.586227;Mededeling;In total 138,001 account(s) are imported into Data Mart within this task.;
2340;2019-08-18 10:58:52.586297;Transactie;Database changes committed.;
2341;2019-08-18 10:59:01.887616;Transactie;Database changes committed.;
2342;2019-08-18 10:59:04.126716;Mededeling;In total 139,001 account(s) are imported into Data Mart within this task.;
2343;2019-08-18 10:59:04.126784;Transactie;Database changes committed.;
2344;2019-08-18 10:59:16.074922;Transactie;Database changes committed.;
2345;2019-08-18 10:59:17.91848;Mededeling;In total 140,001 account(s) are imported into Data Mart within this task.;
2346;2019-08-18 10:59:17.918629;Transactie;Database changes committed.;
2347;2019-08-18 10:59:28.56838;Transactie;Database changes committed.;
2348;2019-08-18 10:59:30.601969;Mededeling;In total 141,001 account(s) are imported into Data Mart within this task.;
2349;2019-08-18 10:59:30.602065;Transactie;Database changes committed.;
2350;2019-08-18 10:59:41.205458;Transactie;Database changes committed.;
2351;2019-08-18 10:59:43.837378;Mededeling;In total 142,001 account(s) are imported into Data Mart within this task.;
2352;2019-08-18 10:59:43.837457;Transactie;Database changes committed.;
2353;2019-08-18 10:59:58.734821;Transactie;Database changes committed.;
2354;2019-08-18 11:00:00.72273;Mededeling;In total 143,001 account(s) are imported into Data Mart within this task.;
2355;2019-08-18 11:00:00.722776;Transactie;Database changes committed.;
2356;2019-08-18 11:00:22.42658;Transactie;Database changes committed.;
2357;2019-08-18 11:00:24.719623;Mededeling;In total 144,001 account(s) are imported into Data Mart within this task.;
2358;2019-08-18 11:00:24.719762;Transactie;Database changes committed.;
2359;2019-08-18 11:00:47.829825;Transactie;Database changes committed.;
2360;2019-08-18 11:00:50.923669;Mededeling;In total 145,001 account(s) are imported into Data Mart within this task.;
2361;2019-08-18 11:00:50.923729;Transactie;Database changes committed.;
2362;2019-08-18 11:01:19.221782;Transactie;Database changes committed.;
2363;2019-08-18 11:01:21.180341;Mededeling;In total 146,001 account(s) are imported into Data Mart within this task.;
2364;2019-08-18 11:01:21.18044;Transactie;Database changes committed.;
2365;2019-08-18 11:01:38.074136;Transactie;Database changes committed.;
2366;2019-08-18 11:01:41.382566;Mededeling;In total 147,001 account(s) are imported into Data Mart within this task.;
2367;2019-08-18 11:01:41.382625;Transactie;Database changes committed.;
2368;2019-08-18 11:01:54.314377;Transactie;Database changes committed.;
2369;2019-08-18 11:01:57.592321;Mededeling;In total 148,001 account(s) are imported into Data Mart within this task.;
2370;2019-08-18 11:01:57.592388;Transactie;Database changes committed.;
2371;2019-08-18 11:03:08.032101;Transactie;Database changes committed.;
2372;2019-08-18 11:03:09.101225;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_accounts_00983.xml.gz' has been successfully completed.;
2373;2019-08-18 11:03:09.1013;Mededeling;In total 148,412 account(s) are imported into Data Mart within this task.;
2374;2019-08-18 11:03:09.101327;Transactie;Database changes committed.;
2375;2019-08-18 11:03:10.47579;Transactie;Database changes committed.;
2376;2019-08-18 11:03:10.479374;Mededeling;148,412 account(s) are successfully imported, 0 account(s) have not been imported due to errors.;
2377;2019-08-18 11:03:10.479415;Mededeling;The task 'Import accounts to MIS' ended.;
2378;2019-08-18 11:03:10.479436;Transactie;Database changes committed.;
2379;2019-08-18 11:03:10.58866;Records per minuut;Speed of processing entity account(s): 1,764 per minute.;
2380;2019-08-18 11:03:10.588703;Mededeling;The task 'Import to MIS Memos reference data' started.;
2381;2019-08-18 11:03:10.588729;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_memos_ref_00983.xml.gz' has been initialized.;
2382;2019-08-18 11:03:10.588749;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_memos_ref_00983.xml.gz' has been successfully completed.;
2383;2019-08-18 11:03:10.588771;Transactie;Database changes committed.;
2384;2019-08-18 11:03:10.593538;Mededeling;The task 'Import to MIS Memos reference data' ended.;
2385;2019-08-18 11:03:10.593656;Transactie;Database changes committed.;
2386;2019-08-18 11:03:10.64744;Mededeling;The task 'Import to MIS Memos' started.;
2387;2019-08-18 11:03:10.647479;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_memos_00983.xml.gz' has been initialized.;
2388;2019-08-18 11:03:10.647501;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_memos_00983.xml.gz' has been successfully completed.;
2389;2019-08-18 11:03:10.647524;Transactie;Database changes committed.;
2390;2019-08-18 11:03:10.652274;Mededeling;0 memo(s) are successfully imported, 0 memo(s) have not been imported due to errors.;
2391;2019-08-18 11:03:10.652313;Mededeling;The task 'Import to MIS Memos' ended.;
2392;2019-08-18 11:03:10.652335;Transactie;Database changes committed.;
2393;2019-08-18 11:03:10.685255;Mededeling;The task 'Import reference data of credit transfers to MIS' started.;
2394;2019-08-18 11:03:10.685348;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_creditTransfers_ref_00983.xml.gz' has been initialized.;
2395;2019-08-18 11:03:10.685402;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_creditTransfers_ref_00983.xml.gz' has been successfully completed.;
2396;2019-08-18 11:03:10.685449;Transactie;Database changes committed.;
2397;2019-08-18 11:03:10.688898;Mededeling;The task 'Import reference data of credit transfers to MIS' ended.;
2398;2019-08-18 11:03:10.688937;Transactie;Database changes committed.;
2399;2019-08-18 11:03:16.624398;Mededeling;The task 'Import credit transfers to MIS' started.;
2400;2019-08-18 11:03:16.624445;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_creditTransfers_00983.xml.gz' has been initialized.;
2401;2019-08-18 11:03:16.624468;Mededeling;In total 1,001 credit transfers are imported into Data Mart within this task.;
2402;2019-08-18 11:03:16.624503;Transactie;Database changes committed.;
2403;2019-08-18 11:03:23.024366;Transactie;Database changes committed.;
2404;2019-08-18 11:03:23.093648;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_creditTransfers_00983.xml.gz' has been successfully completed.;
2405;2019-08-18 11:03:23.093744;Mededeling;In total 1,113 credit transfers are imported into Data Mart within this task.;
2406;2019-08-18 11:03:23.093801;Transactie;Database changes committed.;
2407;2019-08-18 11:03:23.123213;Transactie;Database changes committed.;
2408;2019-08-18 11:03:23.128018;Mededeling;1,113 credit transfers are successfully imported, 0 credit transfers have not been imported due to errors.;
2409;2019-08-18 11:03:23.128061;Mededeling;The task 'Import credit transfers to MIS' ended.;
2410;2019-08-18 11:03:23.128083;Transactie;Database changes committed.;
2411;2019-08-18 11:03:23.23616;Mededeling;The task 'Import reference data of direct debits to MIS' started.;
2412;2019-08-18 11:03:23.236205;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_directDebits_ref_00983.xml.gz' has been initialized.;
2413;2019-08-18 11:03:23.236246;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_directDebits_ref_00983.xml.gz' has been successfully completed.;
2414;2019-08-18 11:03:23.236267;Transactie;Database changes committed.;
2415;2019-08-18 11:03:23.240835;Mededeling;The task 'Import reference data of direct debits to MIS' ended.;
2416;2019-08-18 11:03:23.240929;Transactie;Database changes committed.;
2417;2019-08-18 11:05:41.337656;Mededeling;The task 'Import direct debits to MIS' started.;
2418;2019-08-18 11:05:41.337728;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_directDebits_00983.xml.gz' has been initialized.;
2419;2019-08-18 11:05:41.337751;Mededeling;In total 1,001 direct debit(s) are imported into Data Mart within this task.;
2420;2019-08-18 11:05:41.337771;Transactie;Database changes committed.;
2421;2019-08-18 11:05:56.876276;Transactie;Database changes committed.;
2422;2019-08-18 11:05:57.914193;Mededeling;In total 2,001 direct debit(s) are imported into Data Mart within this task.;
2423;2019-08-18 11:05:57.914237;Transactie;Database changes committed.;
2424;2019-08-18 11:06:06.468985;Transactie;Database changes committed.;
2425;2019-08-18 11:06:07.177747;Mededeling;In total 3,001 direct debit(s) are imported into Data Mart within this task.;
2426;2019-08-18 11:06:07.177791;Transactie;Database changes committed.;
2427;2019-08-18 11:06:13.022854;Transactie;Database changes committed.;
2428;2019-08-18 11:06:13.734859;Mededeling;In total 4,001 direct debit(s) are imported into Data Mart within this task.;
2429;2019-08-18 11:06:13.734902;Transactie;Database changes committed.;
2430;2019-08-18 11:06:19.653319;Transactie;Database changes committed.;
2431;2019-08-18 11:06:20.36505;Mededeling;In total 5,001 direct debit(s) are imported into Data Mart within this task.;
2432;2019-08-18 11:06:20.365156;Transactie;Database changes committed.;
2433;2019-08-18 11:06:26.864897;Transactie;Database changes committed.;
2434;2019-08-18 11:06:27.578032;Mededeling;In total 6,001 direct debit(s) are imported into Data Mart within this task.;
2435;2019-08-18 11:06:27.578095;Transactie;Database changes committed.;
2436;2019-08-18 11:06:32.283654;Transactie;Database changes committed.;
2437;2019-08-18 11:06:32.996205;Mededeling;In total 7,001 direct debit(s) are imported into Data Mart within this task.;
2438;2019-08-18 11:06:32.996258;Transactie;Database changes committed.;
2439;2019-08-18 11:06:35.376817;Transactie;Database changes committed.;
2440;2019-08-18 11:06:36.086046;Mededeling;In total 8,001 direct debit(s) are imported into Data Mart within this task.;
2441;2019-08-18 11:06:36.086109;Transactie;Database changes committed.;
